time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
200506,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,58,77,88,95,99,4595
200607,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,57,77,88,95,99,5099
200708,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,58,78,89,95,98,5871
200809,Academic year,National,E92000001,England,Final,Further mathematics,Male,z,59,79,89,95,99,6493
200910,Academic year,National,E92000001,England,Final,Further mathematics,Male,30,59,80,91,96,99,7369
201011,Academic year,National,E92000001,England,Final,Further mathematics,Male,28,59,80,90,96,99,7819
201112,Academic year,National,E92000001,England,Final,Further mathematics,Male,28,58,78,90,96,99,8632
201213,Academic year,National,E92000001,England,Final,Further mathematics,Male,28,57,79,90,96,99,9190
201314,Academic year,National,E92000001,England,Final,Further mathematics,Male,27,57,77,89,95,99,9312
201415,Academic year,National,E92000001,England,Final,Further mathematics,Male,29,57,78,89,96,99,9877
201516,Academic year,National,E92000001,England,Final,Further mathematics,Male,29,57,77,89,96,99,10184
201617,Academic year,National,E92000001,England,Final,Further mathematics,Male,30,59,79,89,96,99,10616
201718,Academic year,National,E92000001,England,Revised,Further mathematics,Male,29.3,59.2,78.3,89.2,95.4,99,10577
201819,Academic year,National,E92000001,England,Revised,Further mathematics,Male,26,55.1,74.3,87,94.8,98.1,9614
201920,Academic year,National,E92000001,England,Final,Further mathematics,Male,41.3,71.3,87.4,95.7,98.8,99.8,9886
202021,Academic year,National,E92000001,England,Final,Further mathematics,Male,48.5,74.4,88,95,98,99.5,10364
202122,Academic year,National,E92000001,England,Revised,Further mathematics,Male,41.6,68.8,83.4,92.1,97,99,10125
202223,Academic year,National,E92000001,England,Revised,Further mathematics,Male,30.7,60.4,78.4,89.6,95.4,98.4,10072
199596,Academic year,National,E92000001,England,Final,General studies,All students,z,14,30,49,68,84,62020
199697,Academic year,National,E92000001,England,Final,General studies,All students,z,14,30,49,68,84,71742
199798,Academic year,National,E92000001,England,Final,General studies,All students,z,13,30,50,70,85,78806
199899,Academic year,National,E92000001,England,Final,General studies,All students,z,12,29,49,68,84,84261
199900,Academic year,National,E92000001,England,Final,General studies,All students,z,12,28,48,69,85,87834
200001,Academic year,National,E92000001,England,Final,General studies,All students,z,13,29,49,69,85,90979
200102,Academic year,National,E92000001,England,Final,General studies,All students,z,12,28,49,72,88,58521
200203,Academic year,National,E92000001,England,Final,General studies,All students,z,12,30,52,75,92,56897
200304,Academic year,National,E92000001,England,Final,General studies,All students,z,12,30,53,76,93,57190
200405,Academic year,National,E92000001,England,Final,General studies,All students,z,11,29,52,75,93,58674
200506,Academic year,National,E92000001,England,Final,General studies,All students,z,12,29,52,75,93,59653
200607,Academic year,National,E92000001,England,Final,General studies,All students,z,13,30,53,76,93,57674
200708,Academic year,National,E92000001,England,Final,General studies,All students,z,13,30,53,77,94,57086
200809,Academic year,National,E92000001,England,Final,General studies,All students,z,13,32,55,78,94,52484
200910,Academic year,National,E92000001,England,Final,General studies,All students,4,13,32,56,80,95,47886
201011,Academic year,National,E92000001,England,Final,General studies,All students,4,13,32,58,81,95,42875
201112,Academic year,National,E92000001,England,Final,General studies,All students,4,13,31,56,79,95,37645
201213,Academic year,National,E92000001,England,Final,General studies,All students,4,13,31,56,80,96,33452
201314,Academic year,National,E92000001,England,Final,General studies,All students,4,13,32,57,79,93,24101
201415,Academic year,National,E92000001,England,Final,General studies,All students,5,14,35,61,82,95,18059
201516,Academic year,National,E92000001,England,Final,General studies,All students,4,14,33,60,82,95,11636
201617,Academic year,National,E92000001,England,Final,General studies,All students,4,13,34,60,81,94,7127
201718,Academic year,National,E92000001,England,Revised,General studies,All students,3.3,11.8,31,56.1,78.5,93.3,3407
201819,Academic year,National,E92000001,England,Revised,General studies,All students,4.9,12.2,41.5,63.4,92.7,97.6,41
199596,Academic year,National,E92000001,England,Final,General studies,Female,z,13,28,47,66,82,31326
199697,Academic year,National,E92000001,England,Final,General studies,Female,z,12,27,45,65,82,36687
199798,Academic year,National,E92000001,England,Final,General studies,Female,z,12,29,50,69,84,40858
199899,Academic year,National,E92000001,England,Final,General studies,Female,z,11,27,46,66,83,43939
199900,Academic year,National,E92000001,England,Final,General studies,Female,z,12,27,48,68,84,46097
200001,Academic year,National,E92000001,England,Final,General studies,Female,z,12,28,47,68,85,47521
200102,Academic year,National,E92000001,England,Final,General studies,Female,z,13,30,51,73,90,30442
200203,Academic year,National,E92000001,England,Final,General studies,Female,z,13,31,54,77,93,30061
200304,Academic year,National,E92000001,England,Final,General studies,Female,z,13,31,55,78,94,30181
200405,Academic year,National,E92000001,England,Final,General studies,Female,z,12,30,54,77,94,31215
200506,Academic year,National,E92000001,England,Final,General studies,Female,z,12,30,53,77,94,32050
200607,Academic year,National,E92000001,England,Final,General studies,Female,z,13,31,55,78,94,30623
200708,Academic year,National,E92000001,England,Final,General studies,Female,z,14,32,57,79,95,30513
200809,Academic year,National,E92000001,England,Final,General studies,Female,z,14,33,58,80,95,28080
200910,Academic year,National,E92000001,England,Final,General studies,Female,5,14,34,59,82,96,25739
201011,Academic year,National,E92000001,England,Final,General studies,Female,4,15,35,61,83,96,22699
201112,Academic year,National,E92000001,England,Final,General studies,Female,5,14,34,59,82,96,20471
201213,Academic year,National,E92000001,England,Final,General studies,Female,5,13,33,59,82,96,18368
201314,Academic year,National,E92000001,England,Final,General studies,Female,5,14,35,61,82,95,13412
201415,Academic year,National,E92000001,England,Final,General studies,Female,6,16,39,65,86,96,9862
201516,Academic year,National,E92000001,England,Final,General studies,Female,6,15,37,63,85,96,6010
201617,Academic year,National,E92000001,England,Final,General studies,Female,4,14,38,64,84,95,3612
201718,Academic year,National,E92000001,England,Revised,General studies,Female,3.6,12.7,34.5,58.8,80.4,94,1675
201819,Academic year,National,E92000001,England,Revised,General studies,Female,0,9.1,31.8,54.5,90.9,100,22
199596,Academic year,National,E92000001,England,Final,General studies,Male,z,15,32,52,71,85,30694
199697,Academic year,National,E92000001,England,Final,General studies,Male,z,15,33,52,70,85,35055
199798,Academic year,National,E92000001,England,Final,General studies,Male,z,14,31,51,70,85,37948
199899,Academic year,National,E92000001,England,Final,General studies,Male,z,14,32,51,71,85,40322
199900,Academic year,National,E92000001,England,Final,General studies,Male,z,13,29,49,69,85,41737
200001,Academic year,National,E92000001,England,Final,General studies,Male,z,14,31,50,70,85,43458
200102,Academic year,National,E92000001,England,Final,General studies,Male,z,11,27,47,69,87,28079
200203,Academic year,National,E92000001,England,Final,General studies,Male,z,12,28,50,73,91,26836
200304,Academic year,National,E92000001,England,Final,General studies,Male,z,12,29,51,74,92,27009
200405,Academic year,National,E92000001,England,Final,General studies,Male,z,11,27,49,73,92,27459
200506,Academic year,National,E92000001,England,Final,General studies,Male,z,12,27,49,73,91,27603
200607,Academic year,National,E92000001,England,Final,General studies,Male,z,12,28,51,74,92,27051
200708,Academic year,National,E92000001,England,Final,General studies,Male,z,12,28,50,74,92,26573
200809,Academic year,National,E92000001,England,Final,General studies,Male,z,13,30,53,76,94,24404
200910,Academic year,National,E92000001,England,Final,General studies,Male,4,12,30,54,78,94,22147
201011,Academic year,National,E92000001,England,Final,General studies,Male,4,12,30,54,78,94,20176
201112,Academic year,National,E92000001,England,Final,General studies,Male,4,11,28,52,76,93,17174
201213,Academic year,National,E92000001,England,Final,General studies,Male,4,12,29,54,78,95,15084
201314,Academic year,National,E92000001,England,Final,General studies,Male,4,11,29,53,76,92,10689
201415,Academic year,National,E92000001,England,Final,General studies,Male,4,12,31,55,78,93,8197
201516,Academic year,National,E92000001,England,Final,General studies,Male,3,12,30,56,80,94,5626
201617,Academic year,National,E92000001,England,Final,General studies,Male,4,12,30,56,79,93,3515
201718,Academic year,National,E92000001,England,Revised,General studies,Male,2.9,10.9,27.5,53.5,76.6,92.7,1732
201819,Academic year,National,E92000001,England,Revised,General studies,Male,10.5,15.8,52.6,73.7,94.7,94.7,19
199596,Academic year,National,E92000001,England,Final,Geography,All students,z,14,32,50,69,83,37162
199697,Academic year,National,E92000001,England,Final,Geography,All students,z,12,34,57,76,90,37979
199798,Academic year,National,E92000001,England,Final,Geography,All students,z,15,37,61,79,92,38832
199899,Academic year,National,E92000001,England,Final,Geography,All students,z,17,39,62,81,92,37054
199900,Academic year,National,E92000001,England,Final,Geography,All students,z,18,41,63,81,93,33017
200001,Academic year,National,E92000001,England,Final,Geography,All students,z,19,42,64,82,93,33106
200102,Academic year,National,E92000001,England,Final,Geography,All students,z,20,45,70,88,97,31067
200203,Academic year,National,E92000001,England,Final,Geography,All students,z,23,49,73,90,98,31179
200304,Academic year,National,E92000001,England,Final,Geography,All students,z,24,50,74,90,98,29906
200405,Academic year,National,E92000001,England,Final,Geography,All students,z,25,51,75,91,98,28383
200506,Academic year,National,E92000001,England,Final,Geography,All students,z,26,52,77,92,99,28283
200607,Academic year,National,E92000001,England,Final,Geography,All students,z,28,55,78,93,99,27494
200708,Academic year,National,E92000001,England,Final,Geography,All students,z,29,56,80,94,99,27846
200809,Academic year,National,E92000001,England,Final,Geography,All students,z,31,58,80,94,99,28450
200910,Academic year,National,E92000001,England,Final,Geography,All students,7,31,58,81,95,99,29225
201011,Academic year,National,E92000001,England,Final,Geography,All students,7,31,59,82,95,99,28203
201112,Academic year,National,E92000001,England,Final,Geography,All students,7,30,59,83,96,100,28933
201213,Academic year,National,E92000001,England,Final,Geography,All students,6,30,59,83,96,100,29719
201314,Academic year,National,E92000001,England,Final,Geography,All students,7,29,58,82,95,99,29695
201415,Academic year,National,E92000001,England,Final,Geography,All students,8,29,58,82,96,100,33850
201516,Academic year,National,E92000001,England,Final,Geography,All students,6,27,57,82,95,99,32869
201617,Academic year,National,E92000001,England,Final,Geography,All students,6,27,57,82,95,99,34795
201718,Academic year,National,E92000001,England,Revised,Geography,All students,5.6,25.1,55.1,81.2,94.4,98.7,30768
201819,Academic year,National,E92000001,England,Revised,Geography,All students,5.5,24.2,53.2,79.5,94,98.6,31792
201920,Academic year,National,E92000001,England,Final,Geography,All students,11.7,36.2,65.4,88.9,97.8,99.8,27252
202021,Academic year,National,E92000001,England,Final,Geography,All students,15.6,41.2,68.8,88.9,97,99.6,31700
202122,Academic year,National,E92000001,England,Revised,Geography,All students,11.3,33.7,64,85.5,95.4,98.7,34063
202223,Academic year,National,E92000001,England,Revised,Geography,All students,6.3,24.4,53.9,79.3,93.1,98.2,34651
199596,Academic year,National,E92000001,England,Final,Geography,Female,z,16,35,54,71,84,16664
199697,Academic year,National,E92000001,England,Final,Geography,Female,z,14,38,61,79,91,17115
199798,Academic year,National,E92000001,England,Final,Geography,Female,z,18,41,64,81,92,17829
199899,Academic year,National,E92000001,England,Final,Geography,Female,z,19,43,66,83,93,16927
199900,Academic year,National,E92000001,England,Final,Geography,Female,z,21,45,68,84,94,15086
200001,Academic year,National,E92000001,England,Final,Geography,Female,z,23,46,69,85,94,15201
200102,Academic year,National,E92000001,England,Final,Geography,Female,z,25,52,76,91,98,14066
200203,Academic year,National,E92000001,England,Final,Geography,Female,z,28,55,78,92,99,14333
200304,Academic year,National,E92000001,England,Final,Geography,Female,z,29,57,79,93,99,13435
200405,Academic year,National,E92000001,England,Final,Geography,Female,z,29,57,79,94,99,12860
200506,Academic year,National,E92000001,England,Final,Geography,Female,z,31,59,81,94,99,12758
200607,Academic year,National,E92000001,England,Final,Geography,Female,z,33,61,83,95,99,12316
200708,Academic year,National,E92000001,England,Final,Geography,Female,z,34,62,83,95,99,12658
200809,Academic year,National,E92000001,England,Final,Geography,Female,z,37,64,85,96,100,12917
200910,Academic year,National,E92000001,England,Final,Geography,Female,9,36,64,85,96,99,13324
201011,Academic year,National,E92000001,England,Final,Geography,Female,9,36,64,86,96,100,13056
201112,Academic year,National,E92000001,England,Final,Geography,Female,9,35,65,86,97,100,13778
201213,Academic year,National,E92000001,England,Final,Geography,Female,8,34,65,86,97,100,14568
201314,Academic year,National,E92000001,England,Final,Geography,Female,8,34,64,86,96,100,14914
