time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
200203,Academic year,National,E92000001,England,Final,History,Female,z,24,51,74,91,98,18648
200304,Academic year,National,E92000001,England,Final,History,Female,z,25,52,76,92,99,19085
200405,Academic year,National,E92000001,England,Final,History,Female,z,25,51,76,91,98,19717
200506,Academic year,National,E92000001,England,Final,History,Female,z,26,53,77,92,99,20127
200607,Academic year,National,E92000001,England,Final,History,Female,z,27,54,77,93,99,20166
200708,Academic year,National,E92000001,England,Final,History,Female,z,26,56,80,94,99,20890
200809,Academic year,National,E92000001,England,Final,History,Female,z,28,57,81,95,99,21391
200910,Academic year,National,E92000001,England,Final,History,Female,7,29,58,82,95,99,22899
201011,Academic year,National,E92000001,England,Final,History,Female,8,29,58,83,96,100,23162
201112,Academic year,National,E92000001,England,Final,History,Female,8,29,59,83,96,100,23502
201213,Academic year,National,E92000001,England,Final,History,Female,8,28,59,84,96,100,24071
201314,Academic year,National,E92000001,England,Final,History,Female,8,28,59,84,96,100,24266
201415,Academic year,National,E92000001,England,Final,History,Female,7,27,59,85,97,100,26513
201516,Academic year,National,E92000001,England,Final,History,Female,6,26,58,85,97,100,26158
201617,Academic year,National,E92000001,England,Final,History,Female,7,26,58,84,96,99,24349
201718,Academic year,National,E92000001,England,Revised,History,Female,5.9,25.4,56.7,82.2,95.1,99.1,24488
201819,Academic year,National,E92000001,England,Revised,History,Female,5.5,24.7,55.8,81.5,94.8,99,26369
201920,Academic year,National,E92000001,England,Final,History,Female,13.6,40.9,71.8,92.2,98.6,99.8,23052
202021,Academic year,National,E92000001,England,Final,History,Female,18.4,47.8,75.9,92.9,98.2,99.7,23079
202122,Academic year,National,E92000001,England,Revised,History,Female,13.6,38.7,69.8,88.9,96.8,99.1,22776
202223,Academic year,National,E92000001,England,Revised,History,Female,6.6,26.8,58.9,82.1,94.3,98.7,23299
199596,Academic year,National,E92000001,England,Final,History,Male,z,15,33,54,73,87,16319
199697,Academic year,National,E92000001,England,Final,History,Male,z,16,35,56,74,87,16266
199798,Academic year,National,E92000001,England,Final,History,Male,z,16,36,57,76,88,15483
199899,Academic year,National,E92000001,England,Final,History,Male,z,18,38,60,78,89,15187
199900,Academic year,National,E92000001,England,Final,History,Male,z,18,38,60,78,89,15044
200001,Academic year,National,E92000001,England,Final,History,Male,z,18,39,62,80,90,15893
200102,Academic year,National,E92000001,England,Final,History,Male,z,19,44,69,87,97,17181
200203,Academic year,National,E92000001,England,Final,History,Male,z,22,47,72,90,98,17865
200304,Academic year,National,E92000001,England,Final,History,Male,z,22,47,72,90,98,19065
200405,Academic year,National,E92000001,England,Final,History,Male,z,22,48,73,90,98,19481
200506,Academic year,National,E92000001,England,Final,History,Male,z,22,48,73,90,98,20546
200607,Academic year,National,E92000001,England,Final,History,Male,z,24,50,74,91,98,20376
200708,Academic year,National,E92000001,England,Final,History,Male,z,23,50,77,93,99,21217
200809,Academic year,National,E92000001,England,Final,History,Male,z,24,53,78,93,99,21450
200910,Academic year,National,E92000001,England,Final,History,Male,7,26,54,79,94,99,22247
201011,Academic year,National,E92000001,England,Final,History,Male,7,26,54,80,95,99,22168
201112,Academic year,National,E92000001,England,Final,History,Male,7,25,53,80,95,99,22129
201213,Academic year,National,E92000001,England,Final,History,Male,6,24,53,81,95,99,22349
201314,Academic year,National,E92000001,England,Final,History,Male,6,24,53,80,95,99,21737
201415,Academic year,National,E92000001,England,Final,History,Male,6,23,52,81,96,99,23074
201516,Academic year,National,E92000001,England,Final,History,Male,5,21,52,81,96,100,22202
201617,Academic year,National,E92000001,England,Final,History,Male,6,23,54,81,95,99,20492
201718,Academic year,National,E92000001,England,Revised,History,Male,5.3,22.6,53.4,80.7,94.7,98.8,19585
201819,Academic year,National,E92000001,England,Revised,History,Male,4.8,21.7,52.3,79.9,94.4,98.8,20428
201920,Academic year,National,E92000001,England,Final,History,Male,9.7,32.1,61.8,87.4,97.6,99.8,17573
202021,Academic year,National,E92000001,England,Final,History,Male,13.2,37,66.4,88.7,97.1,99.5,18182
202122,Academic year,National,E92000001,England,Revised,History,Male,11.2,31.8,63.2,85.9,95.9,98.7,19633
202223,Academic year,National,E92000001,England,Revised,History,Male,5.1,22.9,53.1,78.8,93.4,98.4,20644
199899,Academic year,National,E92000001,England,Final,ICT,All students,z,6,21,45,73,91,4264
199900,Academic year,National,E92000001,England,Final,ICT,All students,z,5,20,45,73,90,6287
200001,Academic year,National,E92000001,England,Final,ICT,All students,z,5,20,45,72,90,9216
200102,Academic year,National,E92000001,England,Final,ICT,All students,z,6,19,41,67,89,15037
200203,Academic year,National,E92000001,England,Final,ICT,All students,z,6,21,45,71,92,16309
200304,Academic year,National,E92000001,England,Final,ICT,All students,z,7,23,49,76,94,14449
200405,Academic year,National,E92000001,England,Final,ICT,All students,z,7,23,47,74,93,12853
200506,Academic year,National,E92000001,England,Final,ICT,All students,z,8,24,48,76,94,12181
200607,Academic year,National,E92000001,England,Final,ICT,All students,z,7,24,49,75,93,10885
200708,Academic year,National,E92000001,England,Final,ICT,All students,z,7,26,52,78,95,9670
200809,Academic year,National,E92000001,England,Final,ICT,All students,z,8,26,52,79,96,9111
200910,Academic year,National,E92000001,England,Final,ICT,All students,2,9,29,57,82,96,9359
201011,Academic year,National,E92000001,England,Final,ICT,All students,2,10,31,58,84,97,8828
201112,Academic year,National,E92000001,England,Final,ICT,All students,2,10,31,60,85,98,8229
201213,Academic year,National,E92000001,England,Final,ICT,All students,2,10,33,63,86,98,7696
201314,Academic year,National,E92000001,England,Final,ICT,All students,1,9,31,58,83,98,6935
201415,Academic year,National,E92000001,England,Final,ICT,All students,1,9,30,57,84,98,6577
201516,Academic year,National,E92000001,England,Final,ICT,All students,1,9,28,57,84,97,6227
201617,Academic year,National,E92000001,England,Final,ICT,All students,1,9,29,58,83,97,5316
201718,Academic year,National,E92000001,England,Revised,ICT,All students,1.7,9,27.8,55.4,82.6,96.8,3919
201819,Academic year,National,E92000001,England,Revised,ICT,All students,0,4.2,31.2,66.7,87.5,100,48
199899,Academic year,National,E92000001,England,Final,ICT,Female,z,7,24,52,78,92,1394
199900,Academic year,National,E92000001,England,Final,ICT,Female,z,6,21,48,76,92,2133
200001,Academic year,National,E92000001,England,Final,ICT,Female,z,6,23,48,75,92,3044
200102,Academic year,National,E92000001,England,Final,ICT,Female,z,7,22,45,71,92,5224
200203,Academic year,National,E92000001,England,Final,ICT,Female,z,7,25,50,76,94,5575
200304,Academic year,National,E92000001,England,Final,ICT,Female,z,8,28,55,81,95,5031
200405,Academic year,National,E92000001,England,Final,ICT,Female,z,9,27,53,79,95,4504
200506,Academic year,National,E92000001,England,Final,ICT,Female,z,10,29,56,82,96,4332
200607,Academic year,National,E92000001,England,Final,ICT,Female,z,10,29,55,80,95,3994
200708,Academic year,National,E92000001,England,Final,ICT,Female,z,10,32,58,82,96,3561
200809,Academic year,National,E92000001,England,Final,ICT,Female,z,10,32,59,85,97,3383
200910,Academic year,National,E92000001,England,Final,ICT,Female,2,12,36,65,86,97,3374
201011,Academic year,National,E92000001,England,Final,ICT,Female,3,14,36,64,88,98,3317
201112,Academic year,National,E92000001,England,Final,ICT,Female,3,14,39,67,88,98,3093
201213,Academic year,National,E92000001,England,Final,ICT,Female,2,14,40,71,90,99,2804
201314,Academic year,National,E92000001,England,Final,ICT,Female,2,12,37,64,86,98,2459
201415,Academic year,National,E92000001,England,Final,ICT,Female,2,13,37,65,88,99,2327
201516,Academic year,National,E92000001,England,Final,ICT,Female,2,13,36,67,89,99,2115
201617,Academic year,National,E92000001,England,Final,ICT,Female,1,12,37,65,88,98,1677
201718,Academic year,National,E92000001,England,Revised,ICT,Female,2.6,13.1,35.7,64.2,86.9,98.1,1135
201819,Academic year,National,E92000001,England,Revised,ICT,Female,0,0,33.3,75,91.7,100,12
199899,Academic year,National,E92000001,England,Final,ICT,Male,z,6,19,42,70,90,2870
199900,Academic year,National,E92000001,England,Final,ICT,Male,z,5,19,44,72,89,4154
200001,Academic year,National,E92000001,England,Final,ICT,Male,z,5,19,44,70,89,6172
200102,Academic year,National,E92000001,England,Final,ICT,Male,z,5,18,39,65,88,9813
200203,Academic year,National,E92000001,England,Final,ICT,Male,z,5,18,42,69,91,10734
200304,Academic year,National,E92000001,England,Final,ICT,Male,z,6,21,45,73,93,9418
200405,Academic year,National,E92000001,England,Final,ICT,Male,z,6,21,44,72,93,8349
200506,Academic year,National,E92000001,England,Final,ICT,Male,z,6,21,44,73,93,7849
200607,Academic year,National,E92000001,England,Final,ICT,Male,z,6,21,46,73,92,6891
200708,Academic year,National,E92000001,England,Final,ICT,Male,z,6,22,48,75,94,6109
200809,Academic year,National,E92000001,England,Final,ICT,Male,z,6,23,48,76,95,5728
200910,Academic year,National,E92000001,England,Final,ICT,Male,1,7,26,53,80,96,5985
201011,Academic year,National,E92000001,England,Final,ICT,Male,1,8,27,54,81,96,5511
201112,Academic year,National,E92000001,England,Final,ICT,Male,1,8,27,56,82,97,5136
201213,Academic year,National,E92000001,England,Final,ICT,Male,1,8,29,59,84,98,4892
201314,Academic year,National,E92000001,England,Final,ICT,Male,1,7,28,54,81,97,4476
201415,Academic year,National,E92000001,England,Final,ICT,Male,1,7,25,52,81,97,4250
201516,Academic year,National,E92000001,England,Final,ICT,Male,1,7,24,52,81,97,4112
201617,Academic year,National,E92000001,England,Final,ICT,Male,1,7,26,54,81,96,3639
201718,Academic year,National,E92000001,England,Revised,ICT,Male,1.3,7.3,24.6,51.8,80.8,96.2,2784
201819,Academic year,National,E92000001,England,Revised,ICT,Male,0,5.6,30.6,63.9,86.1,100,36
201516,Academic year,National,E92000001,England,Final,Italian,All students,10,47,80,94,z,z,791
201617,Academic year,National,E92000001,England,Final,Italian,All students,9,46,80,94,98,99,818
201718,Academic year,National,E92000001,England,Revised,Italian,All students,8.6,44.6,76.2,90.8,97.6,99.2,847
201819,Academic year,National,E92000001,England,Revised,Italian,All students,38.9,73,88.2,95.2,97.5,98.8,727
201920,Academic year,National,E92000001,England,Final,Italian,All students,39.2,75.6,91.8,98.6,99.1,99.5,632
202021,Academic year,National,E92000001,England,Final,Italian,All students,52,81.2,94.7,97.6,98.6,99,621
202122,Academic year,National,E92000001,England,Revised,Italian,All students,49.4,78.5,93.7,98,98.2,98.8,741
202223,Academic year,National,E92000001,England,Revised,Italian,All students,38.2,71.6,87.5,94.1,98.2,99.5,735
201516,Academic year,National,E92000001,England,Final,Italian,Female,12,49,80,95,z,z,467
201617,Academic year,National,E92000001,England,Final,Italian,Female,10,45,81,95,99,z,526
201718,Academic year,National,E92000001,England,Revised,Italian,Female,10.6,49,79.5,92.1,97.8,99,508
201819,Academic year,National,E92000001,England,Revised,Italian,Female,44.6,76.5,90.5,95.6,97.6,99.1,455
201920,Academic year,National,E92000001,England,Final,Italian,Female,40.3,77.3,92,99.2,99.5,99.7,387
202021,Academic year,National,E92000001,England,Final,Italian,Female,51.6,80.5,94.5,98.2,98.7,99,399
202122,Academic year,National,E92000001,England,Revised,Italian,Female,47.8,78.7,93.5,97.6,97.8,98.5,464
202223,Academic year,National,E92000001,England,Revised,Italian,Female,40.6,71.7,88.9,95,98.6,99.3,441
201516,Academic year,National,E92000001,England,Final,Italian,Male,8,46,78,92,z,z,324
201617,Academic year,National,E92000001,England,Final,Italian,Male,7,47,79,93,96,z,292
201718,Academic year,National,E92000001,England,Revised,Italian,Male,5.6,38.1,71.1,88.8,97.3,99.4,339
201819,Academic year,National,E92000001,England,Revised,Italian,Male,29.4,67.3,84.2,94.5,97.4,98.2,272
201920,Academic year,National,E92000001,England,Final,Italian,Male,37.6,73.1,91.4,97.6,98.4,99.2,245
202021,Academic year,National,E92000001,England,Final,Italian,Male,52.7,82.4,95,96.4,98.2,99.1,222
202122,Academic year,National,E92000001,England,Revised,Italian,Male,52,78.3,93.9,98.6,98.9,99.3,277
202223,Academic year,National,E92000001,England,Revised,Italian,Male,34.7,71.4,85.4,92.9,97.6,99.7,294
201516,Academic year,National,E92000001,England,Final,Latin,All students,25,67,90,z,z,z,1108
201617,Academic year,National,E92000001,England,Final,Latin,All students,29,69,z,z,z,100,1173
201718,Academic year,National,E92000001,England,Revised,Latin,All students,25.2,67,87.4,96.4,99,99.5,1150
201819,Academic year,National,E92000001,England,Revised,Latin,All students,25.1,65.4,84.7,93.1,97.5,99.3,1078
201920,Academic year,National,E92000001,England,Final,Latin,All students,46.6,85.4,97.4,99.3,99.8,99.9,983
202021,Academic year,National,E92000001,England,Final,Latin,All students,62.2,91.1,97.7,99.6,99.7,99.8,1018
202122,Academic year,National,E92000001,England,Revised,Latin,All students,50.9,81.4,91.1,96.5,98.8,99.7,1023
202223,Academic year,National,E92000001,England,Revised,Latin,All students,26.7,68.1,84.9,93.4,97.2,99.1,948
201516,Academic year,National,E92000001,England,Final,Latin,Female,24,68,z,z,z,z,629
201617,Academic year,National,E92000001,England,Final,Latin,Female,29,68,z,z,z,100,668
201718,Academic year,National,E92000001,England,Revised,Latin,Female,23.8,67.2,88.7,97.2,99,99.6,682
201819,Academic year,National,E92000001,England,Revised,Latin,Female,24.3,66,84,93,97.8,99.4,639
201920,Academic year,National,E92000001,England,Final,Latin,Female,46.3,86.3,98.3,99.3,99.8,99.8,585
202021,Academic year,National,E92000001,England,Final,Latin,Female,62.2,91.8,98,99.7,99.8,100,598
202122,Academic year,National,E92000001,England,Revised,Latin,Female,51.4,82.3,90.7,96.5,99.2,99.7,593
202223,Academic year,National,E92000001,England,Revised,Latin,Female,25.3,65.6,82.8,93.9,97.5,98.9,553
201516,Academic year,National,E92000001,England,Final,Latin,Male,26,67,z,z,z,z,479
201617,Academic year,National,E92000001,England,Final,Latin,Male,28,69,90,97,99,99,505
201718,Academic year,National,E92000001,England,Revised,Latin,Male,27.4,66.9,85.5,95.3,98.9,99.4,468
201819,Academic year,National,E92000001,England,Revised,Latin,Male,26.4,64.5,85.6,93.4,97,99.1,439
201920,Academic year,National,E92000001,England,Final,Latin,Male,47,83.9,96,99.2,99.7,100,398
202021,Academic year,National,E92000001,England,Final,Latin,Male,62.1,90,97.4,99.5,99.5,99.5,420
202122,Academic year,National,E92000001,England,Revised,Latin,Male,50.2,80.2,91.6,96.5,98.4,99.8,430
202223,Academic year,National,E92000001,England,Revised,Latin,Male,28.6,71.6,87.8,92.7,96.7,99.2,395
199596,Academic year,National,E92000001,England,Final,Law,All students,z,11,22,38,55,70,7017
199697,Academic year,National,E92000001,England,Final,Law,All students,z,11,24,41,58,73,7253
199798,Academic year,National,E92000001,England,Final,Law,All students,z,11,23,40,57,73,7105
199899,Academic year,National,E92000001,England,Final,Law,All students,z,11,25,42,61,75,7217
199900,Academic year,National,E92000001,England,Final,Law,All students,z,11,26,44,61,76,7189
200001,Academic year,National,E92000001,England,Final,Law,All students,z,12,28,46,63,78,7398
200102,Academic year,National,E92000001,England,Final,Law,All students,z,14,34,55,75,90,8506
200203,Academic year,National,E92000001,England,Final,Law,All students,z,17,38,61,81,94,10097
200304,Academic year,National,E92000001,England,Final,Law,All students,z,18,39,62,82,94,11841
200405,Academic year,National,E92000001,England,Final,Law,All students,z,17,39,63,83,95,12651
200506,Academic year,National,E92000001,England,Final,Law,All students,z,20,42,66,85,96,13511
200607,Academic year,National,E92000001,England,Final,Law,All students,z,21,43,67,85,96,13819
200708,Academic year,National,E92000001,England,Final,Law,All students,z,21,44,68,86,97,14198
200809,Academic year,National,E92000001,England,Final,Law,All students,z,21,45,69,87,97,14759
200910,Academic year,National,E92000001,England,Final,Law,All students,5,20,44,69,88,97,14261
201011,Academic year,National,E92000001,England,Final,Law,All students,5,19,43,68,88,98,13132
201112,Academic year,National,E92000001,England,Final,Law,All students,5,18,43,69,88,97,12256
201213,Academic year,National,E92000001,England,Final,Law,All students,4,18,43,69,88,97,11744
201314,Academic year,National,E92000001,England,Final,Law,All students,5,18,42,68,87,97,10351
201415,Academic year,National,E92000001,England,Final,Law,All students,6,19,45,70,88,97,9769
201516,Academic year,National,E92000001,England,Final,Law,All students,4,17,43,70,88,97,10272
201617,Academic year,National,E92000001,England,Final,Law,All students,5,19,47,72,89,97,10542
201718,Academic year,National,E92000001,England,Revised,Law,All students,4,18.1,47.1,73.7,89.9,97.1,10270
201819,Academic year,National,E92000001,England,Revised,Law,All students,4.5,16.7,40.2,67.1,86.2,95.7,10982
201920,Academic year,National,E92000001,England,Final,Law,All students,8.4,26.8,55.1,82.2,94.4,99.1,11018
202021,Academic year,National,E92000001,England,Final,Law,All students,10.2,31.5,59.4,82.9,94.4,98.9,12646
202122,Academic year,National,E92000001,England,Revised,Law,All students,8.2,25.1,48.8,70.8,87.6,96.5,13580
202223,Academic year,National,E92000001,England,Revised,Law,All students,5,16.8,40.1,64.2,83.5,95.3,13856
199596,Academic year,National,E92000001,England,Final,Law,Female,z,12,24,40,58,73,4118
199697,Academic year,National,E92000001,England,Final,Law,Female,z,11,24,41,59,74,4253
199798,Academic year,National,E92000001,England,Final,Law,Female,z,12,24,42,59,75,4174
199899,Academic year,National,E92000001,England,Final,Law,Female,z,12,27,44,63,76,4317
199900,Academic year,National,E92000001,England,Final,Law,Female,z,12,28,46,63,78,4400
200001,Academic year,National,E92000001,England,Final,Law,Female,z,13,29,47,65,79,4505
200102,Academic year,National,E92000001,England,Final,Law,Female,z,16,36,58,77,92,5114
200203,Academic year,National,E92000001,England,Final,Law,Female,z,20,41,64,83,95,6124
200304,Academic year,National,E92000001,England,Final,Law,Female,z,20,42,65,84,95,7051
200405,Academic year,National,E92000001,England,Final,Law,Female,z,19,42,67,85,95,7526
200506,Academic year,National,E92000001,England,Final,Law,Female,z,22,45,69,87,96,8137
200607,Academic year,National,E92000001,England,Final,Law,Female,z,23,47,70,87,97,8009
200708,Academic year,National,E92000001,England,Final,Law,Female,z,23,47,70,88,97,8470
200809,Academic year,National,E92000001,England,Final,Law,Female,z,23,48,72,88,97,8691
200910,Academic year,National,E92000001,England,Final,Law,Female,6,23,48,72,89,97,8503
201011,Academic year,National,E92000001,England,Final,Law,Female,5,21,45,70,89,98,7979
201112,Academic year,National,E92000001,England,Final,Law,Female,6,21,47,72,90,98,7487
201213,Academic year,National,E92000001,England,Final,Law,Female,5,20,46,72,90,98,7236
201314,Academic year,National,E92000001,England,Final,Law,Female,5,20,45,71,89,98,6585
201415,Academic year,National,E92000001,England,Final,Law,Female,6,21,47,72,89,98,6227
201516,Academic year,National,E92000001,England,Final,Law,Female,5,20,46,72,90,98,6540
201617,Academic year,National,E92000001,England,Final,Law,Female,6,21,50,75,90,98,6841
201718,Academic year,National,E92000001,England,Revised,Law,Female,4.6,20.5,50.6,76.5,91.6,97.8,6673
201819,Academic year,National,E92000001,England,Revised,Law,Female,5,18.9,42.9,69.6,87.5,96.1,7120
201920,Academic year,National,E92000001,England,Final,Law,Female,9.5,29.3,58.7,84.5,95.2,99.2,7226
202021,Academic year,National,E92000001,England,Final,Law,Female,11.7,35.1,63.8,85.7,95.3,99.1,8220
202122,Academic year,National,E92000001,England,Revised,Law,Female,9.2,27.5,51.2,72.6,88.7,96.9,8901
202223,Academic year,National,E92000001,England,Revised,Law,Female,5.5,18.2,41.8,65.8,84.6,95.7,8943
199596,Academic year,National,E92000001,England,Final,Law,Male,z,9,20,34,52,67,2899
199697,Academic year,National,E92000001,England,Final,Law,Male,z,12,23,40,56,70,3000
199798,Academic year,National,E92000001,England,Final,Law,Male,z,10,21,37,55,71,2931
199899,Academic year,National,E92000001,England,Final,Law,Male,z,10,23,40,58,74,2900
199900,Academic year,National,E92000001,England,Final,Law,Male,z,9,23,41,58,73,2789
200001,Academic year,National,E92000001,England,Final,Law,Male,z,11,25,43,60,77,2893
200102,Academic year,National,E92000001,England,Final,Law,Male,z,12,30,50,71,88,3392
200203,Academic year,National,E92000001,England,Final,Law,Male,z,14,33,55,77,92,3973
200304,Academic year,National,E92000001,England,Final,Law,Male,z,14,34,57,79,93,4790
200405,Academic year,National,E92000001,England,Final,Law,Male,z,15,34,59,80,94,5125
200506,Academic year,National,E92000001,England,Final,Law,Male,z,17,38,62,82,95,5374
200607,Academic year,National,E92000001,England,Final,Law,Male,z,17,39,64,83,95,5810
200708,Academic year,National,E92000001,England,Final,Law,Male,z,18,40,64,84,96,5728
200809,Academic year,National,E92000001,England,Final,Law,Male,z,18,42,66,85,97,6068
200910,Academic year,National,E92000001,England,Final,Law,Male,4,16,39,65,86,97,5758
201011,Academic year,National,E92000001,England,Final,Law,Male,4,16,39,65,85,97,5153
201112,Academic year,National,E92000001,England,Final,Law,Male,4,14,37,64,86,97,4769
201213,Academic year,National,E92000001,England,Final,Law,Male,3,15,38,65,86,97,4508
201314,Academic year,National,E92000001,England,Final,Law,Male,4,14,37,62,84,96,3766
201415,Academic year,National,E92000001,England,Final,Law,Male,4,15,40,67,87,97,3542
201516,Academic year,National,E92000001,England,Final,Law,Male,3,14,38,65,86,97,3732
201617,Academic year,National,E92000001,England,Final,Law,Male,4,16,42,67,86,96,3701
201718,Academic year,National,E92000001,England,Revised,Law,Male,2.9,13.6,40.6,68.4,86.5,95.9,3597
201819,Academic year,National,E92000001,England,Revised,Law,Male,3.5,12.6,35.2,62.7,83.7,95.2,3862
201920,Academic year,National,E92000001,England,Final,Law,Male,6.4,22.3,48.2,77.9,92.8,99,3792
202021,Academic year,National,E92000001,England,Final,Law,Male,7.5,24.9,51.3,77.7,92.7,98.6,4426
202122,Academic year,National,E92000001,England,Revised,Law,Male,6.2,20.6,44.1,67.3,85.5,95.7,4679
202223,Academic year,National,E92000001,England,Revised,Law,Male,4.1,14.3,37,61.2,81.6,94.6,4913
201516,Academic year,National,E92000001,England,Final,Maths,All students,19,44,66,82,93,99,79097
201617,Academic year,National,E92000001,England,Final,Maths,All students,19,44,66,82,93,99,81893
201718,Academic year,National,E92000001,England,Revised,Maths,All students,16.8,44.1,66.8,82.7,92.7,98.1,85115
201819,Academic year,National,E92000001,England,Revised,Maths,All students,16.9,41.4,59.2,75.7,88.9,97,82446
201920,Academic year,National,E92000001,England,Final,Maths,All students,24,50.6,70.7,86.7,95.5,99.5,85091
202021,Academic year,National,E92000001,England,Final,Maths,All students,28.8,55,73.1,86.2,94.3,98.9,87410
202122,Academic year,National,E92000001,England,Revised,Maths,All students,23.3,47.9,64.1,78.8,90.6,97.7,86317
202223,Academic year,National,E92000001,England,Revised,Maths,All students,17.1,41.9,61,76.5,88.6,96.4,87435
201516,Academic year,National,E92000001,England,Final,Maths,Female,16,42,66,82,93,99,30680
201617,Academic year,National,E92000001,England,Final,Maths,Female,16,43,66,83,93,99,32060
201718,Academic year,National,E92000001,England,Revised,Maths,Female,14.3,42.9,66.8,83.1,93.2,98.4,33607
201819,Academic year,National,E92000001,England,Revised,Maths,Female,14.2,39.4,58.2,75.7,89.1,97.3,31783
201920,Academic year,National,E92000001,England,Final,Maths,Female,23.2,52.2,73.3,88.8,96.5,99.7,33411
202021,Academic year,National,E92000001,England,Final,Maths,Female,28.8,57.4,76,88.4,95.4,99.1,33798
202122,Academic year,National,E92000001,England,Revised,Maths,Female,21.8,48.2,65.3,80.4,92,98.2,32315
202223,Academic year,National,E92000001,England,Revised,Maths,Female,15,40.5,60.9,77.1,89.2,96.9,32683
201516,Academic year,National,E92000001,England,Final,Maths,Male,20,45,67,82,93,99,48417
201617,Academic year,National,E92000001,England,Final,Maths,Male,21,45,66,82,92,99,49833
201718,Academic year,National,E92000001,England,Revised,Maths,Male,18.4,44.9,66.8,82.5,92.4,97.9,51508
201819,Academic year,National,E92000001,England,Revised,Maths,Male,18.6,42.6,59.9,75.6,88.8,96.8,50663
201920,Academic year,National,E92000001,England,Final,Maths,Male,24.4,49.6,68.9,85.4,94.9,99.4,51679
202021,Academic year,National,E92000001,England,Final,Maths,Male,28.7,53.6,71.3,84.7,93.5,98.8,53611
202122,Academic year,National,E92000001,England,Revised,Maths,Male,24.3,47.8,63.3,77.9,89.7,97.4,54001
202223,Academic year,National,E92000001,England,Revised,Maths,Male,18.3,42.7,61,76.2,88.3,96.1,54752
199596,Academic year,National,E92000001,England,Final,Media film tv,All students,z,10,27,57,82,93,6841
199697,Academic year,National,E92000001,England,Final,Media film tv,All students,z,10,28,56,81,93,8954
199798,Academic year,National,E92000001,England,Final,Media film tv,All students,z,10,26,56,81,94,10805
199899,Academic year,National,E92000001,England,Final,Media film tv,All students,z,9,26,58,83,94,11374
199900,Academic year,National,E92000001,England,Final,Media film tv,All students,z,9,26,56,83,94,12166
200001,Academic year,National,E92000001,England,Final,Media film tv,All students,z,11,29,62,86,95,13656
200102,Academic year,National,E92000001,England,Final,Media film tv,All students,z,11,35,67,90,98,16748
200203,Academic year,National,E92000001,England,Final,Media film tv,All students,z,12,36,67,90,98,19270
200304,Academic year,National,E92000001,England,Final,Media film tv,All students,z,13,39,71,92,98,20990
200405,Academic year,National,E92000001,England,Final,Media film tv,All students,z,12,40,73,93,98,21467
200506,Academic year,National,E92000001,England,Final,Media film tv,All students,z,13,41,74,93,99,22986
200607,Academic year,National,E92000001,England,Final,Media film tv,All students,z,14,43,76,94,99,23313
200708,Academic year,National,E92000001,England,Final,Media film tv,All students,z,13,43,76,94,99,24135
200809,Academic year,National,E92000001,England,Final,Media film tv,All students,z,13,44,77,95,99,25056
200910,Academic year,National,E92000001,England,Final,Media film tv,All students,2,12,42,77,94,99,24228
201011,Academic year,National,E92000001,England,Final,Media film tv,All students,2,11,42,77,95,99,24226
201112,Academic year,National,E92000001,England,Final,Media film tv,All students,1,11,40,77,95,99,22954
201213,Academic year,National,E92000001,England,Final,Media film tv,All students,1,11,42,79,96,99,20800
201314,Academic year,National,E92000001,England,Final,Media film tv,All students,1,10,41,79,96,99,19666
201415,Academic year,National,E92000001,England,Final,Media film tv,All students,1,10,41,78,96,99,19201
201516,Academic year,National,E92000001,England,Final,Media film tv,All students,1,10,40,78,96,100,18843
201617,Academic year,National,E92000001,England,Final,Media film tv,All students,2,11,42,79,96,99,17997
201718,Academic year,National,E92000001,England,Revised,Media film tv,All students,1.7,11.6,41.2,77.6,95.4,99.3,17260
201819,Academic year,National,E92000001,England,Revised,Media film tv,All students,1.3,10.7,44.3,80.2,95.7,99,13938
201920,Academic year,National,E92000001,England,Final,Media film tv,All students,4.6,22,57,89,98.4,99.7,13693
202021,Academic year,National,E92000001,England,Final,Media film tv,All students,7.1,27.7,61.1,88,97.1,99.4,13042
202122,Academic year,National,E92000001,England,Revised,Media film tv,All students,5.6,22.2,59.2,85.8,96.3,98.9,13774
202223,Academic year,National,E92000001,England,Revised,Media film tv,All students,1.9,12.1,45.2,78.7,94.8,98.9,14250
199596,Academic year,National,E92000001,England,Final,Media film tv,Female,z,10,29,59,83,94,3814
199697,Academic year,National,E92000001,England,Final,Media film tv,Female,z,11,30,58,83,94,5027
199798,Academic year,National,E92000001,England,Final,Media film tv,Female,z,11,28,59,84,95,6326
199899,Academic year,National,E92000001,England,Final,Media film tv,Female,z,9,28,61,86,96,6718
199900,Academic year,National,E92000001,England,Final,Media film tv,Female,z,10,29,60,85,96,7158
200001,Academic year,National,E92000001,England,Final,Media film tv,Female,z,12,31,66,88,96,7973
200102,Academic year,National,E92000001,England,Final,Media film tv,Female,z,13,39,71,92,98,9715
200203,Academic year,National,E92000001,England,Final,Media film tv,Female,z,14,40,72,92,99,11160
200304,Academic year,National,E92000001,England,Final,Media film tv,Female,z,15,44,75,94,99,11924
200405,Academic year,National,E92000001,England,Final,Media film tv,Female,z,14,44,77,94,99,12244
200506,Academic year,National,E92000001,England,Final,Media film tv,Female,z,15,45,78,95,99,12979
